time_since_cooked_hours,storage_location,acidity_source,consistency,cumulative_time_in_danger_zone_hours,storage_container,observed_odor_score,dal_state
17,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
157,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),1,1
142,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,1
133,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
65,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,1
4,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
74,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
167,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
9,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
40,Refrigerator,Tomatoes,Thick (low water),4,Airtight,1,1
136,Room Temperature,None (plain dal),Watery (thin),136,Airtight,3,3
22,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
67,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
112,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),2,2
160,Room Temperature,Tomatoes,Medium,160,Covered (not airtight),4,3
30,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),30,Airtight,3,3
164,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
6,Refrigerator,None (plain dal),Medium,4,Airtight,0,1
116,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,1
73,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
128,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
114,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
22,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
165,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
80,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
79,Room Temperature,Tomatoes,Medium,79,Airtight,3,3
105,Refrigerator,None (plain dal),Watery (thin),6,Airtight,3,2
60,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
2,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
116,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
116,Refrigerator,Tomatoes,Medium,1,Airtight,2,1
95,Refrigerator,Tomatoes,Watery (thin),4,Airtight,0,1
168,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Covered (not airtight),1,1
26,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
99,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),1,1
54,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
104,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
31,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
61,Refrigerator,Tomatoes,Watery (thin),6,Airtight,1,1
109,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Open to air,0,0
36,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
49,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
95,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
70,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
67,Refrigerator,Tomatoes,Thick (low water),6,Airtight,1,1
135,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,1
138,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,1
133,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,1
130,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,1
141,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
17,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
161,Refrigerator,None (plain dal),Watery (thin),2,Airtight,2,2
128,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
46,Room Temperature,Tomatoes,Medium,46,Airtight,3,3
44,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
35,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
140,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),1,1
49,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
35,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
64,Refrigerator,None (plain dal),Medium,4,Covered (not airtight),0,1
144,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),1,1
139,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
9,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
91,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),1,1
79,Room Temperature,Tomatoes,Medium,79,Covered (not airtight),4,3
16,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Open to air,0,0
41,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
68,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
21,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
168,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Covered (not airtight),2,1
132,Room Temperature,Tomatoes,Thick (low water),132,Airtight,4,3
117,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,117,Covered (not airtight),3,3
53,Room Temperature,Tomatoes,Watery (thin),53,Airtight,3,3
143,Refrigerator,None (plain dal),Medium,3,Airtight,3,2
107,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
84,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
63,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
124,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,1,1
22,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
85,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
79,Room Temperature,None (plain dal),Medium,79,Airtight,3,3
66,Refrigerator,Tomatoes,Watery (thin),3,Open to air,0,1
144,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
120,Room Temperature,None (plain dal),Medium,120,Airtight,3,3
83,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
84,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
108,Room Temperature,Tomatoes,Watery (thin),108,Airtight,3,3
114,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),114,Covered (not airtight),4,3
131,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,131,Covered (not airtight),4,3
53,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,0
11,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
33,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
106,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
12,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
45,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
45,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),45,Airtight,2,2
156,Refrigerator,Tomatoes,Medium,3,Airtight,0,1
127,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
32,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
153,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
51,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
144,Refrigerator,None (plain dal),Medium,3,Airtight,3,2
35,Room Temperature,None (plain dal),Medium,35,Open to air,3,3
33,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
113,Refrigerator,Tomatoes,Medium,1,Open to air,2,1
48,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
32,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
58,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
141,Refrigerator,None (plain dal),Medium,4,Covered (not airtight),2,2
81,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
151,Refrigerator,Tomatoes,Medium,2,Open to air,2,1
138,Refrigerator,Tomatoes,Medium,4,Airtight,2,1
145,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,1
121,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),0,1
135,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,1
25,Room Temperature,Tomatoes,Thick (low water),25,Airtight,2,2
123,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
146,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),2,2
1,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
101,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
144,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
124,Refrigerator,None (plain dal),Medium,1,Open to air,1,1
152,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),1,1
62,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
150,Refrigerator,Tomatoes,Thick (low water),1,Open to air,0,0
39,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
113,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
107,Room Temperature,None (plain dal),Medium,107,Open to air,4,3
142,Room Temperature,None (plain dal),Watery (thin),142,Airtight,3,3
44,Room Temperature,Tomatoes,Thick (low water),44,Airtight,3,3
52,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
147,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),147,Covered (not airtight),3,3
25,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
103,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),2,2
27,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
43,Room Temperature,None (plain dal),Watery (thin),43,Airtight,4,3
47,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
7,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,0
15,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,15,Covered (not airtight),0,1
144,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),2,1
113,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,1
63,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
124,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
82,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
152,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
5,Room Temperature,Tomatoes,Watery (thin),5,Covered (not airtight),0,1
61,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
48,Refrigerator,None (plain dal),Medium,6,Covered (not airtight),0,1
74,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
132,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,1
61,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
93,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,1
132,Refrigerator,None (plain dal),Thick (low water),3,Covered (not airtight),0,1
107,Refrigerator,Tomatoes,Medium,2,Open to air,0,1
24,Refrigerator,Tomatoes,Medium,3,Open to air,0,0
90,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
91,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
125,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Airtight,0,1
84,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
22,Refrigerator,Tomatoes,Medium,6,Airtight,1,1
159,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
4,Room Temperature,Tomatoes,Watery (thin),4,Airtight,0,1
128,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
97,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,0
145,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),2,1
32,Refrigerator,None (plain dal),Medium,4,Airtight,0,1
95,Refrigerator,None (plain dal),Thick (low water),3,Airtight,1,1
78,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
59,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
15,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
52,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
10,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
7,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
132,Room Temperature,None (plain dal),Medium,132,Covered (not airtight),4,3
161,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
18,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
5,Refrigerator,Tomatoes,Watery (thin),3,Airtight,0,0
139,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
95,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
36,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
140,Refrigerator,Tomatoes,Medium,1,Open to air,2,1
48,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
31,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Covered (not airtight),0,0
32,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
74,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
90,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
3,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
7,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
160,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),160,Airtight,3,3
50,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,0
92,Refrigerator,Tomatoes,Thick (low water),4,Airtight,2,1
119,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
24,Room Temperature,Tomatoes,Watery (thin),24,Airtight,3,3
120,Room Temperature,Tomatoes,Medium,120,Covered (not airtight),4,3
94,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,1
121,Refrigerator,Tomatoes,Watery (thin),1,Open to air,1,1
132,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
53,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
94,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
59,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
35,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
27,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
73,Refrigerator,None (plain dal),Medium,3,Airtight,1,1
81,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
146,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,1
92,Refrigerator,Tomatoes,Watery (thin),2,Airtight,1,1
40,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
34,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
43,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),0,1
141,Refrigerator,None (plain dal),Medium,3,Airtight,2,1
98,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
51,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
129,Refrigerator,None (plain dal),Medium,1,Open to air,1,1
147,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
33,Refrigerator,Tomatoes,Medium,6,Covered (not airtight),0,1
2,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
125,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
74,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
162,Room Temperature,Tomatoes,Medium,162,Airtight,4,3
41,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
63,Room Temperature,Tomatoes,Medium,63,Airtight,4,3
109,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
145,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,1
124,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
44,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
62,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
118,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
44,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
124,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
164,Refrigerator,Tomatoes,Medium,2,Airtight,2,1
1,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,0
108,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
8,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
54,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
129,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
31,Room Temperature,Tomatoes,Thick (low water),31,Airtight,3,2
35,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
28,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
128,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
12,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
112,Refrigerator,None (plain dal),Watery (thin),1,Airtight,1,1
92,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
102,Refrigerator,None (plain dal),Medium,3,Open to air,0,1
36,Refrigerator,None (plain dal),Medium,3,Open to air,2,1
95,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
40,Room Temperature,None (plain dal),Thick (low water),40,Airtight,3,3
16,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
145,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
15,Room Temperature,None (plain dal),Watery (thin),15,Covered (not airtight),3,3
158,Refrigerator,Tomatoes,Medium,1,Open to air,0,1
39,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
115,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
30,Refrigerator,None (plain dal),Thick (low water),4,Covered (not airtight),0,1
154,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,1,1
138,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,1
36,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
160,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,2,1
115,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
133,Refrigerator,None (plain dal),Thick (low water),2,Airtight,1,1
7,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),7,Airtight,0,1
162,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,2,1
52,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
69,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
7,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
64,Refrigerator,None (plain dal),Watery (thin),2,Airtight,2,1
7,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
119,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Airtight,0,1
13,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
100,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
62,Refrigerator,None (plain dal),Thick (low water),4,Airtight,0,1
148,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
55,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Airtight,0,1
130,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
138,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),1,1
79,Refrigerator,None (plain dal),Medium,3,Open to air,1,1
57,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
59,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
113,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
66,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
108,Refrigerator,Tomatoes,Medium,3,Open to air,0,1
159,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,1
138,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
11,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
163,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,1
59,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
16,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
23,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
155,Refrigerator,None (plain dal),Watery (thin),2,Airtight,2,2
143,Room Temperature,Tomatoes,Thick (low water),143,Airtight,3,3
99,Refrigerator,Tomatoes,Thick (low water),3,Open to air,0,0
95,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,95,Airtight,3,3
127,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,1
2,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
90,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,0
156,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
137,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Covered (not airtight),0,0
96,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
17,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
11,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),11,Airtight,1,1
34,Refrigerator,Tomatoes,Medium,4,Airtight,2,1
109,Room Temperature,None (plain dal),Watery (thin),109,Covered (not airtight),4,3
