time_since_cooking_hr,storage_location,storage_container,fat_content,ambient_season,observed_texture,observed_appearance,roti_state
47,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
29,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
29,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
34,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
56,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
37,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
33,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
67,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
30,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
13,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
88,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
9,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
81,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
94,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
34,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
2,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
75,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
75,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
63,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
48,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
9,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
42,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
24,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
30,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
9,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
41,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
19,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
33,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
59,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
96,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
32,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
27,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
31,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
14,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
11,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
69,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
36,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
83,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
42,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
71,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
25,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
33,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
50,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
58,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
11,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
11,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
37,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
26,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
19,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
27,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
20,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
60,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
72,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
13,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
36,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
25,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
88,Freezer,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
41,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
5,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
4,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
27,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
14,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
90,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
42,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
79,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
77,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
4,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
67,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
11,Room Temperature,Airtight Container,None (plain),Summer (Hot),Soft & Pliable,Normal,0
79,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
50,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
22,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
62,Freezer,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
8,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
7,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
37,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
41,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
25,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
70,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
32,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
16,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
34,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
57,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
35,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
63,Freezer,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
44,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
53,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
22,Freezer,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
12,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
20,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
13,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
7,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
15,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Soft & Pliable,Normal,0
73,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
81,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
44,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
38,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
65,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
13,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
79,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
45,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
8,Room Temperature,Airtight Container,None (plain),Summer (Hot),Soft & Pliable,Normal,0
78,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
37,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
93,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
1,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
72,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
19,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
83,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
71,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
66,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
30,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
33,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
40,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
67,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
7,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
66,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
64,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
36,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
25,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
87,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
60,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
11,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
63,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
63,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
8,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
72,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
29,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
70,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
7,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
39,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
10,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
35,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
51,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
36,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
46,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
9,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
24,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
56,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
66,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
34,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
86,Freezer,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
46,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
74,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
78,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
54,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
61,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
20,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
20,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
87,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
34,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
70,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
7,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
32,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
29,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
89,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
40,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
6,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
15,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
14,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
66,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
42,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
16,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
13,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
22,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
38,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
49,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
9,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
33,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
75,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
46,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
39,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
41,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
42,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
1,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
